Name,Brand,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,M,Engine,E,Engine_range,Power,Seats,Price
Hyundai Grand i10 1.2 Kappa Asta,Hyundai,Hyderabad,2017,20000,Petrol,Manual,First,18.9 kmpl,18.90,1197 CC,1197,1000-2000,81.86 bhp,5,5.98
Maruti SX4 ZDI,Maruti,Chennai,2011,80000,Diesel,Manual,Third,21.5 kmpl,21.50,1248 CC,1248,1000-2000,88.8 bhp,5,3.5
Hyundai Grand i10 1.2 Kappa Magna,Hyundai,Kochi,2018,50234,Petrol,Manual,First,18.9 kmpl,18.90,1197 CC,1197,1000-2000,81.86 bhp,5,4.77
Maruti Baleno Delta 1.2,Maruti,Delhi,2016,50003,Petrol,Manual,First,21.4 kmpl,21.40,1197 CC,1197,1000-2000,83.1 bhp,5,5.45
Tata Tigor 1.2 Revotron XTA,Tata,Ahmedabad,2018,1000,Petrol,Automatic,First,20.3 kmpl,20.30,1199 CC,1199,1000-2000,84 bhp,5,6.85
Maruti Swift Dzire AMT ZDI,Maruti,Jaipur,2016,54897,Diesel,Automatic,First,26.59 kmpl,26.59,1248 CC,1248,1000-2000,74 bhp,5,7.3
Tata Indica GLS BS IV,Tata,Pune,2007,108995,Petrol,Manual,First,15.3 kmpl,15.30,1193 CC,1193,1000-2000,65.3 bhp,5,1.25
Maruti SX4 S Cross DDiS 320 Zeta,Maruti,Chennai,2015,73000,Diesel,Manual,First,22.7 kmpl,22.70,1598 CC,1598,1000-2000,118 bhp,5,8.25
Maruti Swift VXI BSIII,Maruti,Ahmedabad,2008,65000,Petrol,Manual,First,16.1 kmpl,16.10,1298 CC,1298,1000-2000,88.2 bhp,5,2.71
Hyundai Xcent 1.2 Kappa SX,Hyundai,Kolkata,2016,32000,Petrol,Manual,First,19.1 kmpl,19.10,1197 CC,1197,1000-2000,82 bhp,5,3.6
Hyundai i20 1.2 Magna,Hyundai,Ahmedabad,2010,65000,Petrol,Manual,First,18.5 kmpl,18.50,1197 CC,1197,1000-2000,80 bhp,5,3
Maruti Celerio VXI AT,Maruti,Hyderabad,2016,21600,Petrol,Automatic,First,23.1 kmpl,23.10,998 CC,998,<1000,67.04 bhp,5,4.65
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Mercedes-Benz,Mumbai,2010,39000,Diesel,Automatic,First,14.84 kmpl,14.84,2143 CC,2143,2000-3000,170 bhp,5,9.5
Maruti Swift Dzire VXi,Maruti,Mumbai,2011,58075,Petrol,Manual,First,17.5 kmpl,17.50,1298 CC,1298,1000-2000,85.8 bhp,5,2.95
Volkswagen Vento Petrol Trendline,Volkswagen,Mumbai,2011,58000,Petrol,Manual,First,15.04 kmpl,15.04,1598 CC,1598,1000-2000,103.6 bhp,5,3
Maruti Swift ZDi,Maruti,Hyderabad,2015,58000,Diesel,Manual,First,25.2 kmpl,25.20,1248 CC,1248,1000-2000,74 bhp,5,5.95
Toyota Corolla Altis VL,Toyota,Delhi,2008,89000,Petrol,Automatic,First,14.53 kmpl,14.53,1798 CC,1798,1000-2000,138.1 bhp,5,4
Honda Civic 2006-2010 1.8 V MT,Honda,Delhi,2008,72000,Petrol,Manual,First,13.5 kmpl,13.50,1799 CC,1799,1000-2000,130 bhp,5,2.5
Ford EcoSport 1.5 Ti VCT AT Titanium BE,Ford,Kolkata,2017,1800,Petrol,Automatic,First,16.05 kmpl,16.05,1499 CC,1499,1000-2000,110.4 bhp,5,11.37
Fiat Linea Emotion Pack (Diesel),Fiat,Pune,2010,172050,Diesel,Manual,Second,19.0 kmpl,19.00,1248 CC,1248,1000-2000,93 bhp,5,2.25
Hyundai i10 Era,Hyundai,Jaipur,2013,46230,Petrol,Manual,First,19.81 kmpl,19.81,1086 CC,1086,1000-2000,68.05 bhp,5,3.1
Volvo XC60 D5 Inscription,Volvo,Kochi,2014,86925,Diesel,Automatic,First,11.2 kmpl,11.20,2400 CC,2400,2000-3000,215 bhp,5,17.18
Hyundai i20 1.2 Asta,Hyundai,Jaipur,2018,5000,Petrol,Manual,First,18.6 kmpl,18.60,1197 CC,1197,1000-2000,81.83 bhp,5,6.5
Honda City i DTEC S,Honda,Ahmedabad,2014,66000,Diesel,Manual,First,26.0 kmpl,26.00,1498 CC,1498,1000-2000,98.6 bhp,5,5.7
Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,Toyota,Ahmedabad,2013,119000,Diesel,Manual,First,12.99 kmpl,12.99,2494 CC,2494,2000-3000,100 bhp,8,8
Renault KWID RXT,Renault,Chennai,2016,45000,Petrol,Manual,First,25.17 kmpl,25.17,799 CC,799,<1000,53.3 bhp,5,2.6
Maruti A-Star Vxi,Maruti,Hyderabad,2009,66149,Petrol,Manual,First,19.0 kmpl,19.00,998 CC,998,<1000,66.1 bhp,5,2.45
Mercedes-Benz B Class B180,Mercedes-Benz,Kochi,2014,42070,Petrol,Automatic,First,14.8 kmpl,14.80,1595 CC,1595,1000-2000,120.7 bhp,5,11.57
Maruti Wagon R LXI BS IV,Maruti,Kolkata,2012,35503,Petrol,Manual,First,18.9 kmpl,18.90,998 CC,998,<1000,67.1 bhp,5,2.3
Maruti Swift VDI BSIV,Maruti,Jaipur,2016,41460,Diesel,Manual,First,25.2 kmpl,25.20,1248 CC,1248,1000-2000,74 bhp,5,5.9
Hyundai Verna VTVT 1.6 AT SX Option,Hyundai,Mumbai,2015,40600,Petrol,Automatic,First,17.0 kmpl,17.00,1591 CC,1591,1000-2000,121.3 bhp,5,7.2
Hyundai Verna CRDi 1.6 AT SX Option,Hyundai,Ahmedabad,2013,87000,Diesel,Automatic,First,22.0 kmpl,22.00,1582 CC,1582,1000-2000,126.2 bhp,5,5.9
Honda City V MT,Honda,Chennai,2014,30000,Petrol,Manual,Second,16.8 kmpl,16.80,1497 CC,1497,1000-2000,116.3 bhp,5,6
Hyundai i10 Magna Optional 1.1L,Hyundai,Kolkata,2010,27089,Petrol,Manual,First,16.0 kmpl,16.00,1086 CC,1086,1000-2000,66.7 bhp,5,1.95
Toyota Etios GD SP,Toyota,Coimbatore,2016,53702,Diesel,Manual,First,23.59 kmpl,23.59,1364 CC,1364,1000-2000,67.04 bhp,5,6.55
Volvo S60 D4 Momentum,Volvo,Hyderabad,2015,51000,Diesel,Automatic,First,27.03 kmpl,27.03,1969 CC,1969,1000-2000,190 bhp,5,25
Ford Figo Diesel EXI,Ford,Kolkata,2012,36542,Diesel,Manual,First,20.0 kmpl,20.00,1399 CC,1399,1000-2000,68.05 bhp,5,2.65
Mercedes-Benz E-Class 2015-2017 E350 CDI Avantgrade,Mercedes-Benz,Mumbai,2017,15000,Diesel,Automatic,First,13.0 kmpl,13.00,2987 CC,2987,2000-3000,265 bhp,5,69.5
BMW 3 Series 320d Luxury Line,BMW,Chennai,2012,65000,Diesel,Automatic,First,22.69 kmpl,22.69,1995 CC,1995,1000-2000,190 bhp,5,14
Maruti Alto 800 VXI,Maruti,Pune,2014,32000,Petrol,Manual,Second,22.74 kmpl,22.74,796 CC,796,<1000,47.3 bhp,5,2.1
Toyota Innova Crysta 2.4 VX MT,Toyota,Hyderabad,2017,24393,Diesel,Manual,First,13.68 kmpl,13.68,2393 CC,2393,2000-3000,147.8 bhp,7,20.4
Volkswagen Polo 1.0 MPI Trendline,Volkswagen,Hyderabad,2019,1000,Petrol,Manual,First,18.78 kmpl,18.78,999 CC,999,<1000,75 bhp,5,5.68
Nissan Terrano XL,Nissan,Mumbai,2014,28238,Petrol,Manual,First,13.24 kmpl,13.24,1598 CC,1598,1000-2000,102.5 bhp,5,5.55
Mitsubishi Pajero Sport 4X4,Mitsubishi,Mumbai,2013,59000,Diesel,Manual,First,13.5 kmpl,13.50,2477 CC,2477,2000-3000,175.56 bhp,7,12.75
Honda Civic 2010-2013 1.8 S MT,Honda,Mumbai,2012,92000,Petrol,Manual,Second,14.8 kmpl,14.80,1799 CC,1799,1000-2000,130.2 bhp,5,3.35
Maruti Alto 800 LXI,Maruti,Kolkata,2013,56840,Petrol,Manual,First,22.74 kmpl,22.74,796 CC,796,<1000,47.3 bhp,5,1.55
Volkswagen Vento Diesel Highline,Volkswagen,Coimbatore,2013,62746,Diesel,Manual,Second,20.54 kmpl,20.54,1598 CC,1598,1000-2000,103.6 bhp,5,5.9
Land Rover Freelander 2 HSE,Land,Hyderabad,2012,96000,Diesel,Automatic,First,12.35 kmpl,12.35,2179 CC,2179,2000-3000,187.74 bhp,5,18.98
Honda CR-V 2.0L 2WD MT,Honda,Mumbai,2014,24000,Petrol,Manual,First,13.7 kmpl,13.70,1997 CC,1997,1000-2000,153.86 bhp,5,11.51
Maruti Ertiga VDI,Maruti,Mumbai,2016,54000,Diesel,Manual,First,20.77 kmpl,20.77,1248 CC,1248,1000-2000,88.76 bhp,7,7.75
Toyota Innova 2.5 GX (Diesel) 7 Seater,Toyota,Chennai,2016,90000,Diesel,Manual,First,12.99 kmpl,12.99,2494 CC,2494,2000-3000,100.6 bhp,7,13.9
Tata Manza Aura Safire,Tata,Kolkata,2010,40000,Petrol,Manual,First,15.0 kmpl,15.00,1368 CC,1368,1000-2000,90 bhp,5,1.35
Audi Q7 35 TDI Quattro Premium Plus,Audi,Mumbai,2015,65938,Diesel,Automatic,Second,12.07 kmpl,12.07,2967 CC,2967,2000-3000,241.4 bhp,7,38
Hyundai Verna 1.6 SX VTVT (O) AT,Hyundai,Mumbai,2017,16100,Petrol,Automatic,First,17.1 kmpl,17.10,1591 CC,1591,1000-2000,121.4 bhp,5,11.6
Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,Volkswagen,Hyderabad,2017,3600,Diesel,Automatic,First,21.5 kmpl,21.50,1498 CC,1498,1000-2000,108.5 bhp,5,12.25
Honda City 1.5 S MT,Honda,Jaipur,2011,52000,Petrol,Manual,First,17.0 kmpl,17.00,1497 CC,1497,1000-2000,118 bhp,5,3.8
Ford Figo Diesel Titanium,Ford,Mumbai,2014,54000,Diesel,Manual,First,20.0 kmpl,20.00,1399 CC,1399,1000-2000,68.05 bhp,5,3.25
Honda Jazz 1.2 VX i VTEC,Honda,Mumbai,2016,15399,Petrol,Manual,First,18.7 kmpl,18.70,1199 CC,1199,1000-2000,88.7 bhp,5,6.4
Volkswagen Polo Petrol Highline 1.2L,Volkswagen,Bangalore,2012,75000,Petrol,Manual,Second,16.47 kmpl,16.47,1198 CC,1198,1000-2000,73.9 bhp,5,3.95
Honda City i-VTEC S,Honda,Delhi,2010,76752,Petrol,Manual,First,17.4 kmpl,17.40,1497 CC,1497,1000-2000,117.3 bhp,5,3.57
Honda City ZX GXi,Honda,Mumbai,2005,56000,Petrol,Manual,Second,17.7 kmpl,17.70,1497 CC,1497,1000-2000,78 bhp,5,1.25
Maruti Wagon R LXI CNG,Maruti,Pune,2015,70000,CNG,Manual,First,26.2 km/kg,26.20,998 CC,998,<1000,58.2 bhp,5,3.65
Honda CR-V 2.4L 4WD AT AVN,Honda,Kolkata,2013,46125,Petrol,Automatic,Second,12.0 kmpl,12.00,2354 CC,2354,2000-3000,187.4 bhp,5,12.5
BMW 5 Series 2013-2017 520d Luxury Line,BMW,Ahmedabad,2014,35000,Diesel,Automatic,Second,18.12 kmpl,18.12,1995 CC,1995,1000-2000,190 bhp,5,23
Ambassador Classic Nova Diesel,Ambassador,Chennai,2003,80000,Diesel,Manual,Third,12.8 kmpl,12.80,1489 CC,1489,1000-2000,35.5 bhp,5,1.35
Mahindra Scorpio VLX 2.2 mHawk BSIII,Mahindra,Coimbatore,2012,62729,Diesel,Manual,First,12.05 kmpl,12.05,2179 CC,2179,2000-3000,120 bhp,8,6.32
Volkswagen Vento Diesel Comfortline,Volkswagen,Kolkata,2012,34000,Diesel,Manual,First,20.54 kmpl,20.54,1598 CC,1598,1000-2000,103.6 bhp,5,3.4
Maruti Zen VX,Maruti,Jaipur,1999,70000,Petrol,Manual,Second,17.3 kmpl,17.30,993 CC,993,<1000,60 bhp,5,0.77
Maruti 800 DX BSII,Maruti,Jaipur,2009,32000,Petrol,Manual,First,16.1 kmpl,16.10,796 CC,796,<1000,37 bhp,4,0.9
Toyota Corolla Altis 1.8 VL CVT,Toyota,Delhi,2017,21000,Petrol,Automatic,First,14.28 kmpl,14.28,1798 CC,1798,1000-2000,138.03 bhp,5,18
BMW 3 Series 328i Sport Line,BMW,Pune,2013,49000,Petrol,Automatic,First,14.59 kmpl,14.59,1997 CC,1997,1000-2000,245 bhp,5,19
Ford Ikon 1.3 Flair,Ford,Chennai,2007,40000,Petrol,Manual,Third,13.8 kmpl,13.80,1299 CC,1299,1000-2000,70 bhp,5,1.1
Chevrolet Beat LT,Chevrolet,Pune,2012,78000,Petrol,Manual,Second,18.6 kmpl,18.60,1199 CC,1199,1000-2000,79.4 bhp,5,2
Toyota Corolla Altis 1.4 DG,Toyota,Ahmedabad,2012,52000,Diesel,Manual,First,21.43 kmpl,21.43,1364 CC,1364,1000-2000,86.79 bhp,5,6.5
Mahindra XUV500 W4,Mahindra,Bangalore,2014,65213,Diesel,Manual,First,16.0 kmpl,16.00,2179 CC,2179,2000-3000,140 bhp,7,9.45
Hyundai Xcent 1.1 CRDi Base,Hyundai,Mumbai,2016,170000,Diesel,Manual,First,24.4 kmpl,24.40,1120 CC,1120,1000-2000,71 bhp,5,4
Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Mercedes-Benz,Kochi,2017,36884,Diesel,Automatic,First,13.0 kmpl,13.00,2143 CC,2143,2000-3000,204 bhp,5,32.25
Hyundai i10 Sportz,Hyundai,Pune,2009,62500,Petrol,Manual,First,20.36 kmpl,20.36,1197 CC,1197,1000-2000,78.9 bhp,5,2.1
Toyota Corolla Altis VL AT,Toyota,Mumbai,2015,68000,Petrol,Automatic,Second,14.28 kmpl,14.28,1798 CC,1798,1000-2000,138.03 bhp,5,9.75
Toyota Corolla 1.8 J,Toyota,Kolkata,2014,40748,Petrol,Manual,First,14.53 kmpl,14.53,1798 CC,1798,1000-2000,138 bhp,5,6.3
Audi Q3 2.0 TDI Quattro,Audi,Hyderabad,2013,60000,Diesel,Automatic,First,17.32 kmpl,17.32,1968 CC,1968,1000-2000,184 bhp,5,21
Hyundai i20 Magna Optional 1.4 CRDi,Hyundai,Mumbai,2014,12400,Diesel,Manual,First,21.9 kmpl,21.90,1396 CC,1396,1000-2000,88.8 bhp,5,4.65
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Mercedes-Benz,Mumbai,2013,87000,Diesel,Automatic,Second,19.27 kmpl,19.27,2143 CC,2143,2000-3000,167.62 bhp,5,17
Maruti Ritz VDi,Maruti,Pune,2013,20248,Diesel,Manual,First,21.1 kmpl,21.10,1248 CC,1248,1000-2000,73.9 bhp,5,4.35
Hyundai Creta 1.6 SX Plus Diesel,Hyundai,Coimbatore,2017,52383,Diesel,Manual,First,19.67 kmpl,19.67,1582 CC,1582,1000-2000,126.2 bhp,5,14.82
Jaguar XE 2.0L Diesel Prestige,Jaguar,Delhi,2018,1000,Diesel,Automatic,First,13.6 kmpl,13.60,1999 CC,1999,1000-2000,177 bhp,5,40
Mahindra Xylo D4,Mahindra,Chennai,2016,85000,Diesel,Manual,First,14.95 kmpl,14.95,2489 CC,2489,2000-3000,93.7 bhp,7,6.15
Toyota Innova 2.5 G (Diesel) 7 Seater,Toyota,Ahmedabad,2014,47000,Diesel,Manual,First,12.99 kmpl,12.99,2494 CC,2494,2000-3000,100.6 bhp,7,11.25
Toyota Camry 2.5 Hybrid,Toyota,Pune,2018,17585,Petrol,Automatic,First,19.16 kmpl,19.16,2494 CC,2494,2000-3000,157.7 bhp,5,32
Audi Q5 3.0 TDI Quattro,Audi,Coimbatore,2018,32496,Diesel,Automatic,First,13.22 kmpl,13.22,2967 CC,2967,2000-3000,241.4 bhp,5,45.62
Maruti Swift VDI,Maruti,Kochi,2017,34613,Diesel,Manual,First,28.4 kmpl,28.40,1248 CC,1248,1000-2000,74 bhp,5,6.24
Maruti Ertiga VDI Limited Edition,Maruti,Chennai,2015,153000,Diesel,Manual,First,20.77 kmpl,20.77,1248 CC,1248,1000-2000,88.76 bhp,7,4.8
Maruti Swift VXi BSIV,Maruti,Chennai,2014,54000,Petrol,Manual,Second,16.1 kmpl,16.10,1197 CC,1197,1000-2000,85 bhp,5,4.5
Hyundai i10 Sportz,Hyundai,Kochi,2015,16900,Petrol,Manual,First,20.36 kmpl,20.36,1197 CC,1197,1000-2000,78.9 bhp,5,3.87
Hyundai i10 Sportz,Hyundai,Delhi,2013,62334,Petrol,Manual,First,20.36 kmpl,20.36,1197 CC,1197,1000-2000,78.9 bhp,5,2.75
Maruti Baleno Sigma 1.2,Maruti,Kochi,2018,23714,Petrol,Manual,First,21.4 kmpl,21.40,1197 CC,1197,1000-2000,83.1 bhp,5,6.57
Hyundai Accent Executive,Hyundai,Jaipur,2010,52325,Petrol,Manual,First,16.36 kmpl,16.36,1495 CC,1495,1000-2000,93.7 bhp,5,2
Honda Brio S MT,Honda,Ahmedabad,2012,50000,Petrol,Manual,First,19.4 kmpl,19.40,1198 CC,1198,1000-2000,86.8 bhp,5,3.65
Maruti Swift ZDi,Maruti,Hyderabad,2016,55746,Diesel,Manual,First,22.9 kmpl,22.90,1248 CC,1248,1000-2000,74 bhp,5,6.95
Hyundai Xcent 1.2 VTVT S,Hyundai,Bangalore,2014,54000,Petrol,Manual,First,20.14 kmpl,20.14,1197 CC,1197,1000-2000,81.86 bhp,5,5.5
Mahindra XUV500 W8 2WD,Mahindra,Kolkata,2013,43000,Diesel,Manual,First,16.0 kmpl,16.00,2179 CC,2179,2000-3000,140 bhp,7,7
Mercedes-Benz E-Class E250 CDI Avantgrade,Mercedes-Benz,Delhi,2014,40000,Diesel,Automatic,First,13.0 kmpl,13.00,2143 CC,2143,2000-3000,201.1 bhp,5,24
Land Rover Freelander 2 TD4 S,Land,Bangalore,2010,125000,Diesel,Automatic,Second,0.0 kmpl,0.00,2179 CC,2179,2000-3000,115 bhp,5,11
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Mercedes-Benz,Bangalore,2016,51944,Diesel,Automatic,First,19.27 kmpl,19.27,2143 CC,2143,2000-3000,170 bhp,5,32.5
Hyundai i20 Asta 1.4 CRDi,Hyundai,Kochi,2015,46950,Diesel,Manual,First,21.27 kmpl,21.27,1396 CC,1396,1000-2000,88.76 bhp,5,6.45
Skoda Octavia Elegance 2.0 TDI AT,Skoda,Mumbai,2015,23000,Diesel,Automatic,First,19.3 kmpl,19.30,1968 CC,1968,1000-2000,141 bhp,5,15.75
Honda City 1.5 S MT,Honda,Mumbai,2014,54546,Petrol,Manual,First,17.0 kmpl,17.00,1497 CC,1497,1000-2000,118 bhp,5,5.5
Toyota Fortuner 4x2 AT,Toyota,Kochi,2015,51535,Diesel,Automatic,First,12.55 kmpl,12.55,2982 CC,2982,2000-3000,168.5 bhp,7,19.03
Audi Q3 2.0 TDI Quattro,Audi,Kolkata,2013,45000,Diesel,Automatic,First,17.32 kmpl,17.32,1968 CC,1968,1000-2000,184 bhp,5,15.25
Maruti Alto K10 2010-2014 VXI,Maruti,Hyderabad,2012,46004,Petrol,Manual,First,20.92 kmpl,20.92,998 CC,998,<1000,67.1 bhp,5,2.4
Tata Indigo eCS LX BSIV,Tata,Chennai,2011,124000,Diesel,Manual,First,23.03 kmpl,23.03,1396 CC,1396,1000-2000,69 bhp,5,2.3
Audi A4 2.0 TDI 177 Bhp Premium Plus,Audi,Kochi,2014,77395,Diesel,Automatic,First,17.11 kmpl,17.11,1968 CC,1968,1000-2000,174.33 bhp,5,14.35
Maruti Alto 800 2016-2019 CNG LXI,Maruti,Mumbai,2018,10600,CNG,Manual,First,33.44 km/kg,33.44,796 CC,796,<1000,40.3 bhp,4,3.5
Honda City i-VTEC CVT VX,Honda,Kochi,2018,22974,Petrol,Automatic,First,18.0 kmpl,18.00,1497 CC,1497,1000-2000,117.3 bhp,5,11.97
Hyundai Santro GLS I - Euro II,Hyundai,Jaipur,2009,89000,Petrol,Manual,Second,0.0 kmpl,0.00,999 CC,999,<1000,null bhp,5,1.6
Toyota Fortuner 2.8 2WD MT,Toyota,Ahmedabad,2015,65012,Diesel,Manual,First,14.24 kmpl,14.24,2755 CC,2755,2000-3000,174.5 bhp,7,18.9
Hyundai Grand i10 Sportz,Hyundai,Ahmedabad,2017,17125,Petrol,Manual,First,18.9 kmpl,18.90,1197 CC,1197,1000-2000,82 bhp,5,5.4
Maruti Eeco 7 Seater Standard,Maruti,Hyderabad,2015,90413,Petrol,Manual,First,15.1 kmpl,15.10,1196 CC,1196,1000-2000,73 bhp,7,2.95
Volkswagen Polo Petrol Highline 1.2L,Volkswagen,Bangalore,2013,37000,Petrol,Manual,First,16.47 kmpl,16.47,1198 CC,1198,1000-2000,73.9 bhp,5,5.1
Maruti Wagon R LXI Minor,Maruti,Jaipur,2006,65000,Petrol,Manual,First,18.9 kmpl,18.90,1061 CC,1061,1000-2000,67 bhp,5,1.5
Honda City 1.5 V MT,Honda,Bangalore,2011,66000,Petrol,Manual,First,17.0 kmpl,17.00,1497 CC,1497,1000-2000,118 bhp,5,4.9
Honda Civic 2010-2013 1.8 S MT,Honda,Mumbai,2010,86000,Petrol,Manual,First,14.8 kmpl,14.80,1799 CC,1799,1000-2000,130.2 bhp,5,2.9
Honda City 1.5 EXI,Honda,Pune,2005,98437,Petrol,Manual,First,13.0 kmpl,13.00,1493 CC,1493,1000-2000,100 bhp,5,1.15
Hyundai i20 1.2 Magna,Hyundai,Kolkata,2010,18000,Petrol,Manual,First,18.5 kmpl,18.50,1197 CC,1197,1000-2000,80 bhp,5,2.3
Hyundai Grand i10 CRDi Sportz Celebration Edition,Hyundai,Kochi,2018,35070,Diesel,Manual,First,24.0 kmpl,24.00,1120 CC,1120,1000-2000,70 bhp,5,5.99
Volkswagen Vento Petrol Highline AT,Volkswagen,Pune,2011,42000,Petrol,Automatic,Third,14.4 kmpl,14.40,1598 CC,1598,1000-2000,103.6 bhp,5,3.4
Hyundai i10 Sportz 1.2,Hyundai,Kolkata,2009,40000,Petrol,Manual,First,20.36 kmpl,20.36,1197 CC,1197,1000-2000,78.9 bhp,5,1.7
Hyundai i20 Asta,Hyundai,Kolkata,2009,43000,Petrol,Manual,First,17.0 kmpl,17.00,1197 CC,1197,1000-2000,80 bhp,5,1.99
Chevrolet Beat LS,Chevrolet,Pune,2012,65000,Petrol,Manual,First,18.6 kmpl,18.60,1199 CC,1199,1000-2000,79.4 bhp,5,2.5
Volkswagen Polo Diesel Highline 1.2L,Volkswagen,Hyderabad,2013,74000,Diesel,Manual,First,22.07 kmpl,22.07,1199 CC,1199,1000-2000,73.9 bhp,5,4.85
Ford Figo Petrol LXI,Ford,Hyderabad,2010,51192,Petrol,Manual,First,15.6 kmpl,15.60,1196 CC,1196,1000-2000,70 bhp,5,2.65
Audi TT 2.0 TFSI,Audi,Kochi,2014,14262,Petrol,Automatic,First,9.9 kmpl,9.90,1984 CC,1984,1000-2000,207.8 bhp,2,27.35
Honda City i DTEC VX,Honda,Jaipur,2015,66339,Diesel,Manual,Second,25.1 kmpl,25.10,1498 CC,1498,1000-2000,98.6 bhp,5,6.9
Ford Figo Diesel Titanium,Ford,Hyderabad,2013,90200,Diesel,Manual,First,20.0 kmpl,20.00,1399 CC,1399,1000-2000,68.05 bhp,5,3.5
Toyota Innova 2.5 ZX Diesel 7 Seater,Toyota,Delhi,2015,57854,Diesel,Manual,First,12.99 kmpl,12.99,2494 CC,2494,2000-3000,100.6 bhp,7,12.5
Maruti Ciaz 1.4 AT Alpha,Maruti,Delhi,2017,32000,Petrol,Automatic,First,19.12 kmpl,19.12,1373 CC,1373,1000-2000,91.1 bhp,5,9.2
Hyundai Grand i10 AT Asta,Hyundai,Mumbai,2015,29631,Petrol,Automatic,First,18.9 kmpl,18.90,1197 CC,1197,1000-2000,82 bhp,5,4.9
Honda City 1.3 DX,Honda,Delhi,2009,55005,Petrol,Manual,First,12.8 kmpl,12.80,,#VALUE!,#VALUE!,,,3.2
Ford EcoSport 1.0 Ecoboost Titanium Plus BE,Ford,Kochi,2014,54173,Petrol,Manual,First,18.88 kmpl,18.88,999 CC,999,<1000,123.24 bhp,5,5.55
Skoda Octavia Ambition 1.8 TSI AT,Skoda,Ahmedabad,2014,50000,Petrol,Automatic,First,14.7 kmpl,14.70,1798 CC,1798,1000-2000,177.6 bhp,5,13.5
Fiat Linea Emotion (Diesel),Fiat,Kolkata,2010,145000,Diesel,Manual,First,20.4 kmpl,20.40,1248 CC,1248,1000-2000,91.7 bhp,5,2.6
Maruti Swift Lxi BSIII,Maruti,Jaipur,2015,78000,Petrol,Manual,First,16.1 kmpl,16.10,1298 CC,1298,1000-2000,88.2 bhp,5,4.5
Land Rover Discovery 4 TDV6 SE,Land,Delhi,2013,65000,Diesel,Automatic,Second,11.8 kmpl,11.80,2993 CC,2993,2000-3000,180 bhp,7,34
Toyota Innova 2.5 V Diesel 7-seater,Toyota,Hyderabad,2012,120000,Diesel,Manual,First,12.8 kmpl,12.80,2494 CC,2494,2000-3000,102 bhp,7,12
Maruti Swift LDI,Maruti,Mumbai,2015,14000,Diesel,Manual,First,28.4 kmpl,28.40,1248 CC,1248,1000-2000,74 bhp,5,5.25
Audi A6 2011-2015 2.0 TDI Premium Plus,Audi,Kochi,2014,57456,Diesel,Automatic,First,17.68 kmpl,17.68,1968 CC,1968,1000-2000,174.33 bhp,5,21.56
BMW 5 Series 520d Luxury Line,BMW,Coimbatore,2012,44450,Diesel,Automatic,First,22.48 kmpl,22.48,1995 CC,1995,1000-2000,190 bhp,5,24.68
Hyundai i20 Magna Optional 1.2,Hyundai,Delhi,2013,63777,Petrol,Manual,First,18.5 kmpl,18.50,1197 CC,1197,1000-2000,82.9 bhp,5,3.67
BMW X1 M Sport sDrive 20d,BMW,Mumbai,2016,31000,Diesel,Automatic,First,17.05 kmpl,17.05,1995 CC,1995,1000-2000,190 bhp,5,29.5
Toyota Etios G,Toyota,Delhi,2012,60000,Petrol,Manual,First,17.6 kmpl,17.60,1496 CC,1496,1000-2000,88.73 bhp,5,3.1
Tata Indigo LX,Tata,Ahmedabad,2015,78008,Diesel,Manual,First,17.0 kmpl,17.00,1405 CC,1405,1000-2000,70 bhp,5,2.9
Mercedes-Benz M-Class ML 350 4Matic,Mercedes-Benz,Bangalore,2014,33000,Diesel,Automatic,Second,0.0 kmpl,0.00,2987 CC,2987,2000-3000,165 bhp,5,43
Volkswagen Beetle 2.0,Volkswagen,Mumbai,2009,27078,Petrol,Automatic,First,10.98 kmpl,10.98,1984 CC,1984,1000-2000,114.4 bhp,4,15.95
Volkswagen Polo GT TDI,Volkswagen,Hyderabad,2011,57275,Diesel,Manual,First,19.7 kmpl,19.70,1598 CC,1598,1000-2000,103.6 bhp,5,4.5
Hyundai Grand i10 CRDi Magna,Hyundai,Delhi,2014,45000,Diesel,Manual,First,24.0 kmpl,24.00,1120 CC,1120,1000-2000,70 bhp,5,3.49
Maruti Swift VDI BSIV,Maruti,Delhi,2014,57319,Diesel,Manual,First,25.2 kmpl,25.20,1248 CC,1248,1000-2000,74 bhp,5,4.25
Hyundai Verna CRDi 1.4 E,Hyundai,Chennai,2008,121097,Diesel,Manual,Second,24.0 kmpl,24.00,1396 CC,1396,1000-2000,88.76 bhp,5,1.9
BMW 5 Series 2003-2012 525d,BMW,Mumbai,2011,89000,Diesel,Automatic,First,16.73 kmpl,16.73,1995 CC,1995,1000-2000,218 bhp,5,16.57
Honda City 1.5 S MT,Honda,Bangalore,2012,72000,Petrol,Manual,First,17.0 kmpl,17.00,1497 CC,1497,1000-2000,118 bhp,5,5.75
